"","X1","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","bright_t31","frp","res_mini_k$cluster"
"1",103,-38.986,-72.642,313.8,1,1,2016-11-17,1845,"Aqua","MODIS",64,303.2,7.1,1
"2",104,-40.307,-73.084,308.6,1.1,1,2016-11-17,1845,"Aqua","MODIS",28,298.5,5.1,51
"3",139,-40.302,-73.07,303,1.4,1.2,2016-11-17,1430,"Terra","MODIS",42,290.8,6.5,51
"4",140,-39.541,-72.963,301.8,1.4,1.2,2016-11-17,1430,"Terra","MODIS",42,291.8,6.1,2
"5",141,-39.539,-72.955,302,1.4,1.2,2016-11-17,1430,"Terra","MODIS",31,290.8,6.2,2
"6",142,-38.984,-72.638,307.3,1.4,1.2,2016-11-17,1430,"Terra","MODIS",58,296.6,8.2,1
"7",151,-39.419,-71.939,307.1,1.1,1,2016-12-26,335,"Terra","MODIS",70,267.8,15.3,8
"8",153,-40.303,-73.072,310,1.3,1.1,2016-12-29,1510,"Terra","MODIS",33,298.1,7.4,51
"9",154,-40.073,-72.87,309.9,1.3,1.1,2016-12-29,1510,"Terra","MODIS",41,299.2,7.7,35
"10",155,-39.454,-72.77,310.9,1.3,1.1,2016-12-29,1510,"Terra","MODIS",33,299.5,7.8,19
"11",156,-39.291,-72.229,313.3,1.4,1.2,2016-12-29,1510,"Terra","MODIS",31,299.8,10.6,41
"12",157,-38.985,-72.636,312.9,1.3,1.1,2016-12-29,1510,"Terra","MODIS",56,300.9,9.1,1
"13",239,-40.338,-72.948,304.1,1.3,1.1,2016-11-11,1510,"Terra","MODIS",58,291.1,6.9,39
"14",240,-40.074,-72.866,301.8,1.3,1.1,2016-11-11,1510,"Terra","MODIS",38,291.1,6.2,35
"15",241,-39.538,-72.965,302.2,1.3,1.1,2016-11-11,1510,"Terra","MODIS",39,291.8,5.6,2
"16",242,-39.371,-72.629,302.8,1.3,1.1,2016-11-11,1510,"Terra","MODIS",19,291.6,6.5,22
"17",243,-39.285,-72.233,305.9,1.4,1.2,2016-11-11,1510,"Terra","MODIS",16,292.8,7.2,41
"18",244,-39.104,-72.673,303.6,1.3,1.1,2016-11-11,1510,"Terra","MODIS",44,293.4,7,53
"19",245,-38.985,-72.646,305.6,1.3,1.1,2016-11-11,1510,"Terra","MODIS",26,293.3,6.4,1
"20",246,-38.988,-72.641,306.5,1.3,1.1,2016-11-11,1510,"Terra","MODIS",37,294,6.8,1
"21",276,-39.419,-71.935,323.6,1.1,1,2016-11-11,545,"Aqua","MODIS",100,267.7,31.5,8
"22",284,-39.366,-72.617,302.4,1.3,1.1,2016-12-13,1510,"Terra","MODIS",20,292.2,5.5,22
"23",285,-39.29,-72.222,306.6,1.4,1.2,2016-12-13,1510,"Terra","MODIS",32,292.4,8.8,41
"24",305,-39.414,-71.939,316,1.1,1,2016-12-29,545,"Aqua","MODIS",92,273.1,21.3,42
"25",653,-39.159,-72.488,304.2,1,1,2017-04-17,1850,"Aqua","MODIS",39,293.8,3.7,83
"26",654,-39.202,-72.338,304.3,1,1,2017-04-17,1850,"Aqua","MODIS",58,294,3.7,69
"27",655,-39.594,-72.373,353,1,1,2017-04-17,1850,"Aqua","MODIS",97,295.6,66.8,34
"28",656,-39.593,-72.361,334.6,1,1,2017-04-17,1850,"Aqua","MODIS",89,295,32.4,34
"29",657,-39.605,-72.382,307.1,1,1,2017-04-17,1850,"Aqua","MODIS",54,288.4,6.3,34
"30",658,-39.603,-72.371,308.8,1,1,2017-04-17,1850,"Aqua","MODIS",63,292.8,7,34
"31",659,-39.621,-72.427,304.8,1,1,2017-04-17,1850,"Aqua","MODIS",60,285.6,5.9,34
"32",660,-39.842,-72.553,323.9,1,1,2017-04-17,1850,"Aqua","MODIS",83,296.2,20.7,98
"33",661,-39.841,-72.541,356.9,1,1,2017-04-17,1850,"Aqua","MODIS",98,298.4,77.5,98
"34",662,-39.849,-72.546,340,1,1,2017-04-17,1850,"Aqua","MODIS",92,295.2,41,98
"35",663,-39.847,-72.534,316.5,1,1,2017-04-17,1850,"Aqua","MODIS",77,293.9,12,98
"36",664,-40.098,-72.799,309.4,1,1,2017-04-17,1850,"Aqua","MODIS",68,295.5,7.2,78
"37",665,-40.247,-72.751,307.7,1,1,2017-04-17,1850,"Aqua","MODIS",66,294.9,5.9,26
"38",666,-40.349,-72.56,304.6,1,1,2017-04-17,1850,"Aqua","MODIS",59,293.3,4.4,3
"39",667,-40.451,-73.146,310,1,1,2017-04-17,1850,"Aqua","MODIS",51,293.8,5.9,55
"40",668,-40.449,-73.134,307.2,1,1,2017-04-17,1850,"Aqua","MODIS",19,295.6,4.1,55
"41",669,-40.46,-73.144,314.6,1,1,2017-04-17,1850,"Aqua","MODIS",75,296,9.7,55
"42",670,-40.458,-73.132,307.5,1,1,2017-04-17,1850,"Aqua","MODIS",43,295.3,4.5,55
"43",671,-40.499,-73.104,321.8,1,1,2017-04-17,1850,"Aqua","MODIS",81,296.9,16.7,45
"44",672,-40.497,-73.093,308.9,1,1,2017-04-17,1850,"Aqua","MODIS",68,294.9,6,45
"45",724,-38.989,-72.653,312.9,1,1,2016-12-03,1845,"Aqua","MODIS",47,302.1,5.6,1
"46",725,-38.987,-72.641,315.7,1,1,2016-12-03,1845,"Aqua","MODIS",62,304.8,7.5,1
"47",726,-39.283,-72.227,310.5,1,1,2016-12-03,1845,"Aqua","MODIS",36,300.3,4.8,41
"48",727,-39.455,-72.777,314,1,1,2016-12-03,1845,"Aqua","MODIS",58,303.7,7,19
"49",733,-40.337,-72.953,311.7,1.4,1.2,2016-12-03,1435,"Terra","MODIS",46,300.9,9.5,39
"50",735,-38.988,-72.631,309,1.4,1.2,2016-12-03,1430,"Terra","MODIS",44,298.1,8.4,1
"51",736,-38.985,-72.647,308.4,1.4,1.2,2016-12-03,1430,"Terra","MODIS",36,297.5,8,1
"52",860,-39.292,-72.226,301.7,1.2,1.1,2017-03-12,1505,"Terra","MODIS",38,288.4,4.8,41
"53",861,-38.988,-72.639,301.7,1.1,1.1,2017-03-12,1505,"Terra","MODIS",48,290.8,4,1
"54",912,-39.456,-72.769,303.1,1,1,2016-11-01,1845,"Aqua","MODIS",35,290.9,5.6,19
"55",930,-39.832,-73.222,308.6,2.8,1.6,2017-02-11,1535,"Terra","MODIS",25,295,30.3,72
"56",957,-38.991,-72.631,303.7,1.3,1.1,2016-11-27,1510,"Terra","MODIS",30,290.7,6.7,1
"57",1289,-39.833,-73.212,310.8,2.8,1.6,2017-01-26,1535,"Terra","MODIS",0,298.7,26.8,72
"58",1722,-39.415,-71.94,300.7,1,1,2016-12-27,555,"Aqua","MODIS",32,272,9.2,42
"59",1888,-39.417,-71.932,312.7,1,1,2016-11-18,550,"Aqua","MODIS",85,269.9,17.5,92
"60",1889,-39.415,-71.943,304.8,1,1,2016-11-18,550,"Aqua","MODIS",62,270.2,11.7,42
"61",1925,-39.415,-71.938,306.5,1,1,2016-11-25,555,"Aqua","MODIS",68,270,11.3,42
"62",1962,-39.371,-72.628,304.8,1.1,1.1,2016-11-04,1505,"Terra","MODIS",20,291.5,4.3,22
"63",1963,-39.277,-71.971,306.5,1.2,1.1,2016-11-04,1505,"Terra","MODIS",33,293.8,6.5,79
"64",1964,-38.983,-72.647,306.5,1.1,1.1,2016-11-04,1505,"Terra","MODIS",58,292.7,4.4,1
"65",3805,-39.817,-73.244,310.5,1,1,2016-12-01,1855,"Aqua","MODIS",0,299.3,6.4,72
"66",3806,-40.343,-72.951,312.7,1,1,2016-12-01,1855,"Aqua","MODIS",62,301,6.3,39
"67",3822,-40.338,-72.945,311.8,1,1,2016-12-01,1445,"Terra","MODIS",67,298.6,6.8,39
"68",3823,-40.073,-72.867,310.8,1,1,2016-12-01,1445,"Terra","MODIS",53,299.1,6.3,35
"69",3824,-39.539,-72.966,307.6,1.1,1,2016-12-01,1445,"Terra","MODIS",58,297,5.6,2
"70",3825,-39.45,-72.769,309.7,1.1,1,2016-12-01,1445,"Terra","MODIS",62,297.6,6.1,19
"71",3840,-40.342,-72.949,311.5,1,1,2016-11-22,1450,"Terra","MODIS",47,299.2,4.9,39
"72",3841,-40.068,-72.873,313.1,1,1,2016-11-22,1450,"Terra","MODIS",56,302.9,5.8,35
"73",3842,-39.369,-72.615,311.1,1,1,2016-11-22,1450,"Terra","MODIS",38,299.8,5,22
"74",3843,-39.367,-72.627,314,1,1,2016-11-22,1450,"Terra","MODIS",61,302.1,7.8,22
"75",3844,-39.279,-71.969,313.8,1,1,2016-11-22,1450,"Terra","MODIS",49,301.4,7.5,79
"76",3845,-39.102,-72.675,309.8,1,1,2016-11-22,1450,"Terra","MODIS",60,298.9,5.7,53
"77",3857,-39.422,-71.936,301,1,1,2016-11-22,345,"Terra","MODIS",30,269.6,8.4,8
"78",3874,-39.295,-72.236,312.6,1.3,1.1,2017-01-06,1835,"Aqua","MODIS",16,298.7,8.7,41
"79",3875,-39.839,-73.213,309.2,2.1,1.4,2017-01-06,1420,"Terra","MODIS",19,294.2,20.8,72
"80",3935,-39.296,-72.236,313.2,1.5,1.2,2016-12-14,1825,"Aqua","MODIS",14,301.5,12.7,41
"81",4151,-39.278,-71.973,308.3,1.1,1,2017-01-16,1455,"Terra","MODIS",21,295.1,7.4,79
"82",4182,-39.293,-72.229,309.4,1.2,1.1,2016-12-22,1505,"Terra","MODIS",44,294.1,8.4,41
"83",4228,-38.99,-72.647,310.8,1.6,1.2,2016-11-28,1825,"Aqua","MODIS",53,299.5,12,1
"84",4349,-39.418,-71.951,308.7,1.2,1.1,2017-01-20,325,"Terra","MODIS",75,274.8,17.5,84
"85",4350,-39.416,-71.935,304.2,1.2,1.1,2017-01-20,325,"Terra","MODIS",59,273.3,14,92
"86",4381,-39.297,-72.228,312.2,1.5,1.2,2017-01-31,1825,"Aqua","MODIS",16,301.1,10.4,41
"87",4430,-39.838,-73.218,307.2,2.8,1.6,2016-12-09,1535,"Terra","MODIS",28,290.8,29.4,72
"88",4441,-40.574,-73.155,307.2,2.9,1.6,2016-11-23,1535,"Terra","MODIS",15,296.5,22,87
"89",4442,-39.841,-73.212,308.4,2.8,1.6,2016-11-23,1535,"Terra","MODIS",33,295.3,30.4,72
"90",4857,-38.987,-72.644,316.6,1,1,2017-01-20,1845,"Aqua","MODIS",36,304,7.6,1
"91",4858,-39.369,-72.627,314.8,1,1,2017-01-20,1845,"Aqua","MODIS",40,303.6,7,22
"92",4859,-39.454,-72.769,315.1,1,1,2017-01-20,1845,"Aqua","MODIS",45,303.3,7.1,19
"93",5273,-39.415,-71.94,307.1,1.1,1,2016-12-02,600,"Aqua","MODIS",70,270.9,13.6,42
"94",5459,-39.538,-72.958,309.1,1.1,1,2017-01-23,1505,"Terra","MODIS",51,298.3,5.5,2
"95",5460,-39.367,-72.617,308.1,1.1,1.1,2017-01-23,1505,"Terra","MODIS",40,297.1,5.2,22
"96",5461,-39.366,-72.63,309.5,1.1,1.1,2017-01-23,1505,"Terra","MODIS",45,298.2,6.7,22
"97",5462,-38.99,-72.638,311.4,1.1,1.1,2017-01-23,1500,"Terra","MODIS",63,299.3,6.7,1
"98",5574,-40.341,-72.949,307.4,1,1,2016-11-29,1455,"Terra","MODIS",53,295,4.8,39
"99",5575,-40.067,-72.869,305.4,1,1,2016-11-29,1455,"Terra","MODIS",37,294.8,4.5,35
"100",5576,-39.289,-72.23,314.1,1,1,2016-11-29,1455,"Terra","MODIS",39,301.4,7.4,41
"101",5577,-39.279,-71.969,314.5,1.1,1,2016-11-29,1455,"Terra","MODIS",53,304,7.1,79
"102",5578,-38.987,-72.64,313.8,1,1,2016-11-29,1455,"Terra","MODIS",65,302.9,6.9,1
"103",5598,-39.423,-71.946,304.9,1.1,1,2016-11-29,350,"Terra","MODIS",62,272.9,12.5,84
"104",5599,-39.421,-71.933,305.3,1.1,1,2016-11-29,350,"Terra","MODIS",64,272.4,13,92
"105",5944,-39.1,-73.209,322.8,2.6,1.5,2017-03-22,1815,"Aqua","MODIS",74,295.2,71.4,63
"106",5945,-39.106,-73.232,314.2,2.6,1.6,2017-03-22,1815,"Aqua","MODIS",44,295.1,40.4,63
"107",5946,-39.105,-73.202,316.7,2.6,1.5,2017-03-22,1815,"Aqua","MODIS",65,294.9,49.2,63
"108",5947,-39.306,-72.491,314.8,2.4,1.5,2017-03-22,1815,"Aqua","MODIS",59,297.3,35.6,4
"109",5948,-39.313,-72.485,314.6,2.4,1.5,2017-03-22,1815,"Aqua","MODIS",59,296.8,33.1,4
"110",5949,-40.384,-73.146,322.4,2.7,1.6,2017-03-22,1815,"Aqua","MODIS",75,296,69.3,99
"111",5950,-40.541,-73.319,313.2,2.7,1.6,2017-03-22,1815,"Aqua","MODIS",58,294.8,41.2,66
"112",5951,-40.543,-73.312,317.1,2.7,1.6,2017-03-22,1815,"Aqua","MODIS",67,295.2,55.4,66
"113",5952,-40.568,-73.245,345.4,2.7,1.6,2017-03-22,1815,"Aqua","MODIS",93,299.6,207.5,66
"114",5953,-40.567,-73.212,322.3,2.7,1.6,2017-03-22,1815,"Aqua","MODIS",75,296.5,67.8,87
"115",6154,-38.946,-72.333,324,3.3,1.7,2017-03-17,1935,"Aqua","MODIS",47,296.9,92.9,82
"116",6157,-38.986,-72.308,332.8,3.3,1.7,2017-03-17,1935,"Aqua","MODIS",86,296.2,163.7,82
"117",6158,-39.073,-72.592,308.2,3.2,1.7,2017-03-17,1935,"Aqua","MODIS",26,295.7,24.4,58
"118",6159,-39.001,-72.301,346.3,3.3,1.7,2017-03-17,1935,"Aqua","MODIS",94,296.5,288,82
"119",6160,-39.013,-72.214,318,3.4,1.7,2017-03-17,1935,"Aqua","MODIS",67,295,74.9,44
"120",6161,-39.004,-72.336,323.7,3.3,1.7,2017-03-17,1935,"Aqua","MODIS",79,297.5,102.7,82
"121",6162,-38.994,-72.3,356,3.3,1.7,2017-03-17,1935,"Aqua","MODIS",98,297.2,416,82
"122",6163,-39.083,-72.583,315.6,3.2,1.7,2017-03-17,1935,"Aqua","MODIS",70,297.3,54.8,58
"123",6164,-39.058,-72.357,315.1,3.3,1.7,2017-03-17,1935,"Aqua","MODIS",56,297.6,51.7,74
"124",6165,-39.124,-72.488,315.1,3.2,1.7,2017-03-17,1935,"Aqua","MODIS",69,297,53.4,11
"125",6166,-39.07,-72.27,323.9,3.3,1.7,2017-03-17,1935,"Aqua","MODIS",61,295.3,98.2,44
"126",6167,-39.097,-72.177,314.9,3.4,1.7,2017-03-17,1935,"Aqua","MODIS",69,294.7,63.3,61
"127",6168,-39.12,-72.481,316.8,3.2,1.7,2017-03-17,1935,"Aqua","MODIS",72,297,59.3,11
"128",6169,-39.065,-72.264,320.8,3.3,1.7,2017-03-17,1935,"Aqua","MODIS",59,296,82.6,44
"129",6170,-39.091,-72.172,317.9,3.4,1.7,2017-03-17,1935,"Aqua","MODIS",74,295,83.6,61
"130",6171,-40.486,-73.159,318.3,2.7,1.6,2017-03-17,1935,"Aqua","MODIS",74,297.9,53.5,55
"131",6188,-39.036,-72.38,315.6,4.4,1.9,2017-03-17,1755,"Aqua","MODIS",48,295.8,96.6,74
"132",6189,-39.034,-72.377,314.7,4.4,1.9,2017-03-17,1755,"Aqua","MODIS",41,295.5,90.2,74
"133",6190,-39.083,-72.207,317,4.3,1.9,2017-03-17,1755,"Aqua","MODIS",58,295.5,104.6,61
"134",6191,-39.18,-72.47,316.7,4.5,2,2017-03-17,1755,"Aqua","MODIS",58,296.9,105.1,83
"135",6192,-39.178,-72.467,317.3,4.5,2,2017-03-17,1755,"Aqua","MODIS",61,297.2,105.7,83
"136",6193,-40.039,-72.774,317.9,4.7,2,2017-03-17,1755,"Aqua","MODIS",62,295.3,137,78
"137",6194,-40.036,-72.765,320.1,4.7,2,2017-03-17,1755,"Aqua","MODIS",67,295.3,156.1,78
"138",6206,-39.45,-72.765,303.5,1.1,1.1,2016-11-20,1505,"Terra","MODIS",37,292.3,3.8,19
"139",6207,-39.367,-72.621,306.1,1.1,1.1,2016-11-20,1505,"Terra","MODIS",57,294,6,22
"140",6208,-39.292,-72.222,310.4,1.2,1.1,2016-11-20,1505,"Terra","MODIS",15,295.5,6.2,41
"141",6209,-38.989,-72.642,309,1.1,1.1,2016-11-20,1505,"Terra","MODIS",67,296,7,1
"142",6334,-38.984,-72.648,309.4,1.1,1,2017-01-02,1445,"Terra","MODIS",57,296.5,5.5,1
"143",6410,-40.069,-72.868,313.2,1,1,2016-12-15,1455,"Terra","MODIS",48,301.6,6.3,35
"144",6411,-39.865,-72.81,310.1,1,1,2016-12-15,1455,"Terra","MODIS",63,299.7,6,80
"145",6412,-39.54,-72.965,310.1,1,1,2016-12-15,1455,"Terra","MODIS",50,299.9,6.1,2
"146",6413,-39.449,-72.773,311.3,1,1,2016-12-15,1455,"Terra","MODIS",54,300.7,5.8,19
"147",6414,-39.368,-72.625,312.6,1,1,2016-12-15,1455,"Terra","MODIS",57,301,7.4,22
"148",6415,-39.291,-72.23,314.1,1,1,2016-12-15,1455,"Terra","MODIS",22,300.5,7.4,41
"149",6416,-39.105,-72.672,310.4,1,1,2016-12-15,1455,"Terra","MODIS",54,300.2,5.9,53
"150",6417,-38.989,-72.639,312.2,1,1,2016-12-15,1455,"Terra","MODIS",64,300.6,6.6,1
"151",6551,-39.368,-72.631,315,1,1,2016-11-24,1850,"Aqua","MODIS",55,302.9,8,22
"152",6552,-39.453,-72.772,310.9,1,1,2016-11-24,1850,"Aqua","MODIS",51,297.6,5.4,19
"153",6558,-40.069,-72.873,310.3,1.2,1.1,2016-11-24,1440,"Terra","MODIS",52,300.1,7.5,35
"154",6559,-39.537,-72.953,307.2,1.2,1.1,2016-11-24,1440,"Terra","MODIS",48,297.2,6.1,2
"155",6560,-39.371,-72.618,308.5,1.2,1.1,2016-11-24,1440,"Terra","MODIS",51,297.6,5.7,22
"156",6561,-39.368,-72.631,311.1,1.2,1.1,2016-11-24,1440,"Terra","MODIS",58,299.6,8.6,22
"157",6562,-38.983,-72.645,310.9,1.2,1.1,2016-11-24,1440,"Terra","MODIS",33,298.4,6.6,1
"158",6736,-38.986,-72.646,306.4,1.1,1.1,2016-12-12,1840,"Aqua","MODIS",49,294.5,5.4,1
"159",6777,-38.966,-72.432,311.1,1.1,1.1,2017-01-13,1840,"Aqua","MODIS",49,300.7,6.3,28
"160",6778,-39.455,-72.776,312.2,1.2,1.1,2017-01-13,1840,"Aqua","MODIS",60,301.5,7.8,19
"161",6779,-40.338,-72.953,310.7,1.2,1.1,2017-01-13,1840,"Aqua","MODIS",61,299.8,7.1,39
"162",7057,-39.453,-72.769,313.3,1.2,1.1,2017-01-27,1440,"Terra","MODIS",52,302.1,6.7,19
"163",7058,-39.366,-72.623,311.7,1.2,1.1,2017-01-27,1440,"Terra","MODIS",37,301.6,7.2,22
"164",7059,-39.292,-72.23,312.9,1.1,1.1,2017-01-27,1440,"Terra","MODIS",27,301.4,6.9,41
"165",7155,-38.987,-72.647,317.8,1,1,2017-01-27,1850,"Aqua","MODIS",57,306.4,6.2,1
"166",7156,-39.286,-72.229,318.9,1,1,2017-01-27,1850,"Aqua","MODIS",55,307,9.3,41
"167",7157,-39.371,-72.625,318.7,1,1,2017-01-27,1850,"Aqua","MODIS",56,308.6,7.9,22
"168",7739,-38.987,-72.641,318.3,1.1,1.1,2016-12-28,1840,"Aqua","MODIS",53,306.9,9.4,1
"169",7740,-39.078,-72.564,314.8,1.1,1.1,2016-12-28,1840,"Aqua","MODIS",57,303.7,7.5,58
"170",7741,-39.077,-72.551,317.1,1.1,1.1,2016-12-28,1840,"Aqua","MODIS",64,304.1,9.8,58
"171",7742,-39.289,-72.23,318,1.1,1,2016-12-28,1840,"Aqua","MODIS",26,304.8,10.6,41
"172",7743,-39.456,-72.768,313.3,1.2,1.1,2016-12-28,1840,"Aqua","MODIS",48,302.7,7.6,19
"173",7744,-39.867,-72.81,311.9,1.2,1.1,2016-12-28,1840,"Aqua","MODIS",55,301.9,7.4,80
"174",7854,-39.643,-72.331,309.4,1,1,2016-12-08,1450,"Terra","MODIS",40,297.9,5,34
"175",7855,-39.54,-72.958,307,1,1,2016-12-08,1450,"Terra","MODIS",53,296.7,4.5,2
"176",7856,-39.369,-72.626,309.2,1,1,2016-12-08,1450,"Terra","MODIS",58,298.1,5.7,22
"177",7857,-39.281,-71.968,314,1,1,2016-12-08,1450,"Terra","MODIS",30,302.6,8,79
"178",7858,-39.104,-72.674,311.4,1,1,2016-12-08,1450,"Terra","MODIS",63,301.2,5.8,53
"179",7859,-38.988,-72.64,314.1,1,1,2016-12-08,1450,"Terra","MODIS",69,302.5,7.5,1
"180",7879,-39.417,-71.944,316.6,1,1,2016-12-08,345,"Terra","MODIS",93,272.5,20,42
"181",7910,-39.086,-72.519,337.5,1.9,1.3,2017-03-13,1820,"Aqua","MODIS",88,297.6,90.5,11
"182",7911,-39.084,-72.496,329.7,1.9,1.3,2017-03-13,1820,"Aqua","MODIS",82,296.4,61.9,11
"183",7912,-39.098,-72.517,312.1,1.9,1.3,2017-03-13,1820,"Aqua","MODIS",50,297,18.4,11
"184",7913,-39.122,-72.652,322.5,1.9,1.4,2017-03-13,1820,"Aqua","MODIS",75,297.1,43.2,53
"185",7914,-39.12,-72.629,347.7,1.9,1.4,2017-03-13,1820,"Aqua","MODIS",94,298.2,140.7,53
"186",7915,-39.088,-72.514,351,1.9,1.3,2017-03-13,1820,"Aqua","MODIS",96,298.5,155.6,11
"187",7916,-39.086,-72.491,320,1.9,1.3,2017-03-13,1820,"Aqua","MODIS",72,296.7,35.1,94
"188",7917,-39.123,-72.647,342,1.9,1.4,2017-03-13,1820,"Aqua","MODIS",91,297.6,114.3,53
"189",7918,-39.122,-72.624,348.1,1.9,1.4,2017-03-13,1820,"Aqua","MODIS",94,297.7,142.9,53
"190",8032,-40.34,-72.946,307.6,1.1,1.1,2017-02-08,1505,"Terra","MODIS",33,293.1,5.1,39
"191",9048,-39.082,-72.611,317.2,1,1,2017-04-01,1850,"Aqua","MODIS",77,292.1,14,53
"192",9049,-39.08,-72.599,319.5,1,1,2017-04-01,1850,"Aqua","MODIS",79,293.7,16.2,53
"193",9050,-39.062,-72.472,310.7,1,1,2017-04-01,1850,"Aqua","MODIS",70,294.8,7.9,94
"194",9051,-39.086,-72.326,310,1,1,2017-04-01,1850,"Aqua","MODIS",69,291.5,7.1,74
"195",9052,-39.084,-72.315,308.7,1,1,2017-04-01,1850,"Aqua","MODIS",55,292.8,6.5,74
"196",9053,-39.129,-72.556,306.3,1,1,2017-04-01,1850,"Aqua","MODIS",38,294,3.6,11
"197",9054,-39.144,-72.589,307.7,1,1,2017-04-01,1850,"Aqua","MODIS",46,295.8,4.7,91
"198",9055,-39.114,-72.392,310.6,1,1,2017-04-01,1850,"Aqua","MODIS",70,292.8,7.6,64
"199",9056,-39.123,-72.389,308.5,1,1,2017-04-01,1850,"Aqua","MODIS",62,293.6,5.8,64
"200",9057,-39.155,-72.538,326.7,1,1,2017-04-01,1850,"Aqua","MODIS",85,294.6,22.7,11
"201",9058,-39.153,-72.526,310.9,1,1,2017-04-01,1850,"Aqua","MODIS",69,293.2,7.9,11
"202",9059,-39.229,-72.67,303.9,1,1,2017-04-01,1850,"Aqua","MODIS",48,292.6,4.3,6
"203",9060,-39.244,-72.522,313.7,1,1,2017-04-01,1850,"Aqua","MODIS",74,292.3,11.3,4
"204",9061,-39.242,-72.511,305.2,1,1,2017-04-01,1850,"Aqua","MODIS",59,291.1,5.3,4
"205",9062,-39.231,-72.369,373.9,1,1,2017-04-01,1850,"Aqua","MODIS",100,298.2,128.7,86
"206",9063,-39.229,-72.358,335,1,1,2017-04-01,1850,"Aqua","MODIS",89,293,33.4,86
"207",9064,-39.262,-72.458,322.9,1,1,2017-04-01,1850,"Aqua","MODIS",82,293.7,19,4
"208",9065,-39.546,-72.886,320.1,1,1,2017-04-01,1850,"Aqua","MODIS",80,295.6,15.5,2
"209",9066,-39.544,-72.875,313.6,1,1,2017-04-01,1850,"Aqua","MODIS",74,294.8,9.9,2
"210",9067,-39.545,-72.814,319.2,1,1,2017-04-01,1850,"Aqua","MODIS",79,295.8,15.8,19
"211",9068,-39.543,-72.803,328.7,1,1,2017-04-01,1850,"Aqua","MODIS",86,294.5,26.2,19
"212",9069,-39.627,-72.945,305.6,1,1,2017-04-01,1850,"Aqua","MODIS",45,291.9,5.3,71
"213",9070,-39.626,-72.934,304.9,1,1,2017-04-01,1850,"Aqua","MODIS",45,291.4,5.2,71
"214",9071,-39.635,-72.931,305.1,1,1,2017-04-01,1850,"Aqua","MODIS",36,292.8,5,71
"215",9072,-40.252,-73.133,318.8,1,1,2017-04-01,1850,"Aqua","MODIS",79,295,14.9,15
"216",9073,-40.404,-73.036,314.1,1,1,2017-04-01,1850,"Aqua","MODIS",73,299.2,7.6,48
"217",9074,-40.436,-73.199,317.7,1,1,2017-04-01,1850,"Aqua","MODIS",78,299.7,10.5,5
"218",9075,-40.434,-73.187,334.3,1,1,2017-04-01,1850,"Aqua","MODIS",89,301.1,30.1,5
"219",9788,-40.34,-72.96,301.6,1.4,1.2,2016-12-21,1830,"Aqua","MODIS",41,289.7,4,39
"220",9981,-38.988,-72.648,315.4,1,1,2017-01-11,1850,"Aqua","MODIS",66,303,7.2,1
"221",9982,-39.372,-72.625,312.8,1,1,2017-01-11,1850,"Aqua","MODIS",53,301.6,7.3,22
"222",9983,-39.457,-72.766,312.7,1,1,2017-01-11,1850,"Aqua","MODIS",62,300.3,6.2,19
"223",9984,-39.54,-72.969,310.7,1,1,2017-01-11,1850,"Aqua","MODIS",62,300,5.7,2
"224",9985,-39.539,-72.958,309.7,1,1,2017-01-11,1850,"Aqua","MODIS",59,299,5.1,2
"225",9986,-40.563,-73.174,314.1,1,1,2017-01-11,1850,"Aqua","MODIS",73,296.3,7.9,87
"226",9987,-40.561,-73.162,310,1,1,2017-01-11,1850,"Aqua","MODIS",26,296.8,4.7,87
"227",9988,-40.129,-72.379,304.2,1.1,1.1,2017-01-11,1440,"Terra","MODIS",39,293,4.1,46
"228",9989,-39.643,-72.332,306,1.1,1.1,2017-01-11,1440,"Terra","MODIS",36,294.3,4.9,34
"229",9990,-39.454,-72.764,307.3,1.2,1.1,2017-01-11,1440,"Terra","MODIS",61,294.4,6.4,19
"230",9991,-39.366,-72.618,305.5,1.2,1.1,2017-01-11,1440,"Terra","MODIS",27,294.2,5.2,22
"231",9992,-39.281,-71.966,307.1,1.1,1.1,2017-01-11,1440,"Terra","MODIS",40,294.3,5.8,79
"232",10438,-39.372,-72.625,313.8,1,1,2017-02-05,1845,"Aqua","MODIS",60,303,8.5,22
"233",10439,-39.454,-72.775,314.2,1,1,2017-02-05,1845,"Aqua","MODIS",52,303.3,6,19
"234",10440,-39.819,-73.247,311.8,1.1,1,2017-02-05,1845,"Aqua","MODIS",0,300.8,7.5,72
"235",10441,-40.071,-72.873,314.8,1.1,1,2017-02-05,1845,"Aqua","MODIS",51,303.5,6.2,35
"236",10442,-40.345,-72.95,312.7,1.1,1,2017-02-05,1845,"Aqua","MODIS",38,300.9,4.5,39
"237",10543,-39.091,-72.621,308.3,4.6,2,2017-04-18,1755,"Aqua","MODIS",65,291.3,68.7,53
"238",10544,-39.089,-72.567,304.8,4.6,2,2017-04-18,1755,"Aqua","MODIS",56,291.3,46,11
"239",10545,-39.089,-72.612,311.4,4.6,2,2017-04-18,1755,"Aqua","MODIS",70,291.4,85.9,53
"240",10546,-40.087,-72.795,302.2,4.8,2,2017-04-18,1755,"Aqua","MODIS",35,289.1,37.8,78
"241",10547,-40.083,-72.791,302.1,4.8,2,2017-04-18,1755,"Aqua","MODIS",45,289.1,40.3,78
