"","X1","latitude","longitude","brightness","scan","track","acq_date","acq_time","satellite","instrument","confidence","bright_t31","frp","res_mini_k$cluster"
"4832",77217,-40.517,-72.159,340.8,1.4,1.2,2011-06-23,405,"Terra","MODIS",100,276.4,81,76
"4833",77225,-40.518,-72.152,323.5,1.1,1,2011-06-23,545,"Aqua","MODIS",100,271.6,31.4,18
"4834",77226,-40.52,-72.139,312,1.1,1,2011-06-23,545,"Aqua","MODIS",84,271.1,19.3,37
"4835",77227,-40.52,-72.159,311.4,1.1,1,2011-06-23,545,"Aqua","MODIS",82,270.8,19,76
"4836",77228,-40.523,-72.147,319.4,1.1,1,2011-06-23,545,"Aqua","MODIS",98,274.9,26.7,32
"4837",77229,-40.525,-72.146,312.1,2.4,1.5,2011-06-24,310,"Terra","MODIS",84,271.3,61.7,32
"4838",77230,-40.526,-72.172,308.6,2.4,1.5,2011-06-24,310,"Terra","MODIS",75,269.9,53.2,56
"4839",77231,-40.519,-72.153,362.2,2.2,1.4,2011-06-24,1416,"Terra","MODIS",0,289.8,306,18
"4840",77232,-40.526,-72.146,351.4,1.1,1,2011-06-25,353,"Terra","MODIS",100,285.9,77.1,32
"4841",77233,-40.528,-72.158,364.9,1.1,1,2011-06-25,353,"Terra","MODIS",100,305,114.3,89
"4842",77234,-40.53,-72.171,312.5,1.1,1,2011-06-25,353,"Terra","MODIS",85,270.1,18.6,56
"4843",77235,-40.521,-72.154,378.1,1.1,1,2011-06-25,353,"Terra","MODIS",100,303.3,0,18
"4844",77236,-40.523,-72.166,337.5,1.1,1,2011-06-25,353,"Terra","MODIS",100,284.3,0,76
"4845",77237,-40.512,-72.156,307,1.1,1,2011-06-25,353,"Terra","MODIS",70,271.9,14.6,18
"4846",77246,-40.521,-72.152,384.4,1.1,1,2011-06-25,1458,"Terra","MODIS",84,307.7,192.2,18
"4847",77247,-40.518,-72.145,359.3,1.5,1.2,2011-06-25,533,"Aqua","MODIS",100,282.6,162.2,13
"4848",77248,-40.522,-72.129,310.9,1.5,1.2,2011-06-25,533,"Aqua","MODIS",81,271.2,29.1,10
"4849",77249,-40.519,-72.152,351.1,1.5,1.2,2011-06-25,533,"Aqua","MODIS",100,280.4,126.9,18
"4850",77250,-40.522,-72.136,338.4,1.5,1.2,2011-06-25,533,"Aqua","MODIS",100,278.4,84,10
"4851",77251,-40.529,-72.156,320.6,1.5,1.2,2011-06-25,533,"Aqua","MODIS",100,276.4,44.1,89
"4852",77252,-40.525,-72.146,376.4,1.4,1.2,2011-06-25,1911,"Aqua","MODIS",94,299.1,228.1,32
"4853",77253,-40.522,-72.153,376.8,1.4,1.2,2011-06-25,1911,"Aqua","MODIS",87,300.9,229.2,18
"4854",77255,-40.528,-72.159,316.9,3.6,1.8,2011-06-26,258,"Terra","MODIS",94,279,137.4,89
"4855",77256,-40.521,-72.165,311.3,3.6,1.8,2011-06-26,258,"Terra","MODIS",82,275.3,107.4,76
"4856",77257,-40.518,-72.113,304,3.7,1.8,2011-06-26,436,"Terra","MODIS",58,275.3,75,49
"4857",77258,-40.53,-72.161,336.2,3.7,1.8,2011-06-26,436,"Terra","MODIS",100,281.8,285.5,89
"4858",77259,-40.515,-72.169,300.7,3.7,1.8,2011-06-26,436,"Terra","MODIS",32,272.8,61.2,76
"4859",77260,-40.512,-72.118,316,3.7,1.8,2011-06-26,436,"Terra","MODIS",92,277.5,134.5,49
"4860",77261,-40.525,-72.169,337.2,3.7,1.8,2011-06-26,436,"Terra","MODIS",100,281.9,297.9,56
"4861",77262,-40.522,-72.145,343.8,4.1,1.9,2011-06-26,1541,"Terra","MODIS",0,288.6,424.3,32
"4862",77263,-40.524,-72.151,342.1,4.1,1.9,2011-06-26,1541,"Terra","MODIS",0,288.4,399.6,32
"4863",77266,-40.511,-72.158,319.1,1.4,1.2,2011-06-26,616,"Aqua","MODIS",98,284.7,37,18
"4864",77267,-40.513,-72.14,306.5,1.4,1.2,2011-06-26,616,"Aqua","MODIS",46,286.6,21.2,37
"4865",77268,-40.522,-72.16,355.3,1.4,1.2,2011-06-26,616,"Aqua","MODIS",100,294.2,132.3,89
"4866",77269,-40.524,-72.142,375.6,1.4,1.2,2011-06-26,616,"Aqua","MODIS",100,301.1,241,100
"4867",77270,-40.514,-72.164,319.2,1.4,1.2,2011-06-26,616,"Aqua","MODIS",68,275.7,34.5,76
"4868",77271,-40.516,-72.147,364.1,1.4,1.2,2011-06-26,616,"Aqua","MODIS",100,303.4,175.1,13
"4869",77272,-40.518,-72.128,320.6,1.4,1.2,2011-06-26,616,"Aqua","MODIS",100,281.6,39.6,10
"4870",77273,-40.525,-72.166,313.1,1.4,1.2,2011-06-26,616,"Aqua","MODIS",86,274.5,28.7,56
"4871",77274,-40.527,-72.149,337.7,1.4,1.2,2011-06-26,616,"Aqua","MODIS",100,297.7,76,62
"4872",77275,-39.241,-72.565,309.2,2.4,1.5,2011-06-26,1816,"Aqua","MODIS",68,283.7,43.1,4
"4873",77276,-40.534,-72.153,315.7,1,1,2011-06-27,341,"Terra","MODIS",92,287.1,19.8,62
"4874",77277,-40.535,-72.165,303.8,1,1,2011-06-27,341,"Terra","MODIS",57,279.8,11,56
"4875",77278,-40.523,-72.143,357.9,1,1,2011-06-27,341,"Terra","MODIS",100,293.9,88.2,100
"4876",77279,-40.525,-72.155,396.4,1,1,2011-06-27,341,"Terra","MODIS",100,321.7,245.2,89
"4877",77280,-40.526,-72.167,336.8,1,1,2011-06-27,341,"Terra","MODIS",100,293.4,44,56
"4878",77281,-40.515,-72.157,322.8,1,1,2011-06-27,341,"Terra","MODIS",100,290.9,25.6,18
"4879",77282,-40.517,-72.169,314.5,1,1,2011-06-27,341,"Terra","MODIS",89,282.4,17.6,76
"4880",77290,-40.509,-72.163,305.4,2.2,1.4,2011-06-27,521,"Aqua","MODIS",64,278.7,35.3,76
"4881",77291,-40.514,-72.14,326.6,2.2,1.4,2011-06-27,521,"Aqua","MODIS",100,285.9,92.9,37
"4882",77292,-40.521,-72.168,309.7,2.2,1.4,2011-06-27,521,"Aqua","MODIS",78,278.6,44.3,76
"4883",77293,-40.527,-72.144,340,2.2,1.4,2011-06-27,521,"Aqua","MODIS",100,291.3,152,100
"4884",77294,-40.512,-72.144,313.4,2.2,1.4,2011-06-27,521,"Aqua","MODIS",60,284.4,50.8,13
"4885",77295,-40.525,-72.148,352.9,2.2,1.4,2011-06-27,521,"Aqua","MODIS",100,294.8,231.1,32
"4886",77313,-40.511,-72.154,307.2,1.1,1,2011-06-28,604,"Aqua","MODIS",30,277.6,12.9,18
"4887",77314,-40.52,-72.156,349.4,1.1,1,2011-06-28,604,"Aqua","MODIS",100,286.4,71.2,18
"4888",77315,-40.522,-72.143,365.7,1.1,1,2011-06-28,604,"Aqua","MODIS",100,286.2,117.5,37
"4889",77334,-40.532,-72.154,319.3,1.2,1.1,2011-07-02,359,"Terra","MODIS",89,285.7,28,62
"4890",77335,-40.52,-72.143,328.7,1.2,1.1,2011-07-02,359,"Terra","MODIS",0,271.2,37.3,37
"4891",77336,-40.522,-72.157,364.6,1.2,1.1,2011-07-02,359,"Terra","MODIS",100,294.7,133.3,89
"4892",77337,-40.525,-72.172,304.6,1.2,1.1,2011-07-02,359,"Terra","MODIS",61,270.5,14.4,56
"4893",77338,-40.513,-72.16,303,1.2,1.1,2011-07-02,359,"Terra","MODIS",53,271.3,13.6,76
"4894",77341,-40.515,-72.143,317.9,1.2,1.1,2011-07-02,539,"Aqua","MODIS",63,275.5,28.5,13
"4895",77342,-40.522,-72.16,321.7,1.2,1.1,2011-07-02,539,"Aqua","MODIS",100,281.5,35,89
"4896",77343,-40.525,-72.146,375.9,1.2,1.1,2011-07-02,539,"Aqua","MODIS",100,292,198.3,32
"4897",77344,-40.534,-72.149,303.9,1.2,1.1,2011-07-02,539,"Aqua","MODIS",57,272.6,16.2,62
"4898",77345,-40.527,-72.146,332,2.9,1.6,2011-07-03,304,"Terra","MODIS",100,278.2,177.8,62
"4899",77346,-40.528,-72.178,312.3,2.9,1.6,2011-07-03,304,"Terra","MODIS",85,272.6,81.7,56
"4900",77347,-40.528,-72.152,335.9,2.9,1.6,2011-07-03,304,"Terra","MODIS",100,280.3,204.5,62
"4901",77349,-40.527,-72.185,310.3,4.5,1.9,2011-07-03,442,"Terra","MODIS",70,273,138.3,56
"4902",77350,-40.512,-72.133,310.3,4.5,2,2011-07-03,442,"Terra","MODIS",70,275.2,134.1,10
"4903",77351,-40.517,-72.148,328.5,1.8,1.3,2011-07-03,622,"Aqua","MODIS",100,280.8,74.4,13
"4904",77352,-40.519,-72.125,309,1.8,1.3,2011-07-03,622,"Aqua","MODIS",76,273.9,32.6,10
"4905",77353,-40.523,-72.155,333.8,1.8,1.3,2011-07-03,622,"Aqua","MODIS",100,287,90.1,89
"4906",77354,-40.525,-72.132,326.4,1.8,1.3,2011-07-03,622,"Aqua","MODIS",100,280.5,68.6,10
"4907",77361,-40.52,-72.142,341.6,1,1,2011-07-04,1452,"Terra","MODIS",70,290.2,48.3,37
"4908",77362,-40.529,-72.144,332.1,1,1,2011-07-04,1452,"Terra","MODIS",0,282.6,34.5,100
"4909",77363,-40.536,-72.158,306.8,1,1,2011-07-04,1452,"Terra","MODIS",0,281.4,10.9,89
"4910",77365,-40.52,-72.157,354.8,1.8,1.3,2011-07-04,527,"Aqua","MODIS",100,288.5,182.3,18
"4911",77366,-40.524,-72.138,366.7,1.8,1.3,2011-07-04,527,"Aqua","MODIS",100,289.9,257.6,100
"4912",77367,-40.514,-72.16,321.3,1.8,1.3,2011-07-04,527,"Aqua","MODIS",91,272.7,55.6,76
"4913",77368,-40.519,-72.141,364.7,1.8,1.3,2011-07-04,527,"Aqua","MODIS",100,291.3,244.4,37
"4914",77369,-40.526,-72.164,301.3,1.8,1.3,2011-07-04,527,"Aqua","MODIS",40,275.4,23.3,56
"4915",77370,-40.53,-72.144,313.7,1.8,1.3,2011-07-04,527,"Aqua","MODIS",88,288.3,42.3,100
"4916",77371,-39.144,-72.325,311.7,1.2,1.1,2011-07-04,1905,"Aqua","MODIS",72,286.1,17.1,69
"4917",77372,-38.953,-72.94,306.3,1.2,1.1,2011-07-04,1905,"Aqua","MODIS",63,283.3,11.8,23
"4918",77375,-40.528,-72.148,302.4,4.5,1.9,2011-07-05,252,"Terra","MODIS",49,272.8,94.4,62
"4919",77376,-40.528,-72.152,304.5,4.5,1.9,2011-07-05,252,"Terra","MODIS",50,272.6,98,62
"4920",77377,-40.53,-72.149,326.6,3,1.7,2011-07-05,430,"Terra","MODIS",100,282.9,152.5,62
"4921",77378,-40.532,-72.153,315.8,3,1.7,2011-07-05,430,"Terra","MODIS",92,280.3,98.9,62
"4922",77379,-40.518,-72.16,334.8,3,1.7,2011-07-05,430,"Terra","MODIS",100,281.1,208.6,76
"4923",77380,-40.529,-72.158,319.1,4,1.9,2011-07-05,1357,"Terra","MODIS",60,277.3,157.5,89
"4924",77381,-40.529,-72.15,335.5,3.4,1.7,2011-07-05,1535,"Terra","MODIS",82,284.1,229.9,62
"4925",77382,-40.522,-72.156,337.2,3.4,1.7,2011-07-05,1535,"Terra","MODIS",88,286.9,249.6,89
"4926",77383,-40.524,-72.113,313.2,3.4,1.7,2011-07-05,1535,"Terra","MODIS",50,275.9,92.5,49
"4927",77384,-40.51,-72.155,311.7,1.2,1.1,2011-07-05,610,"Aqua","MODIS",38,285,20,18
"4928",77385,-40.52,-72.156,352.3,1.2,1.1,2011-07-05,610,"Aqua","MODIS",100,297.6,95,18
"4929",77386,-40.522,-72.141,354.2,1.2,1.1,2011-07-05,610,"Aqua","MODIS",100,292,101.4,37
"4930",77387,-40.53,-72.158,309.6,1.2,1.1,2011-07-05,610,"Aqua","MODIS",14,282.1,18.5,89
"4931",77389,-40.533,-72.158,321.8,1.1,1.1,2011-07-06,335,"Terra","MODIS",0,291.4,27.8,89
"4932",77390,-40.522,-72.147,336.3,1.1,1.1,2011-07-06,335,"Terra","MODIS",95,284.3,49.6,32
"4933",77391,-40.523,-72.16,360.1,1.1,1.1,2011-07-06,335,"Terra","MODIS",100,301,108.1,89
"4934",77392,-40.525,-72.173,302.2,1.1,1.1,2011-07-06,335,"Terra","MODIS",11,270.3,9.4,56
"4935",77403,-40.515,-72.144,325.2,2.7,1.6,2011-07-06,515,"Aqua","MODIS",100,280.7,119.8,13
"4936",77404,-40.529,-72.149,306.8,2.7,1.6,2011-07-06,515,"Aqua","MODIS",68,279.7,55.3,62
"4937",77405,-40.516,-72.152,324.5,2.7,1.6,2011-07-06,515,"Aqua","MODIS",100,280,115.5,18
"4938",77406,-40.523,-72.124,302.1,2.7,1.6,2011-07-06,515,"Aqua","MODIS",22,275.6,40.3,10
"4939",77422,-40.519,-72.127,318,2,1.4,2011-07-07,418,"Terra","MODIS",96,275.5,57.6,10
"4940",77423,-40.525,-72.153,359.8,2,1.4,2011-07-07,418,"Terra","MODIS",100,285,254.2,89
"4941",77424,-40.519,-72.135,344.6,2,1.4,2011-07-07,418,"Terra","MODIS",100,279.1,160,10
"4942",77425,-40.525,-72.161,348.2,2,1.4,2011-07-07,418,"Terra","MODIS",100,283.2,178.6,89
"4943",77430,-40.519,-72.155,352.3,2.2,1.4,2011-07-07,1523,"Terra","MODIS",96,278,225.9,18
"4944",77432,-40.523,-72.149,343.7,1,1,2011-07-07,558,"Aqua","MODIS",100,286.6,54.2,32
"4945",77437,-40.533,-72.153,305.5,1.6,1.2,2011-07-08,323,"Terra","MODIS",64,272.5,23,62
"4946",77438,-40.522,-72.155,314.2,1.6,1.2,2011-07-08,323,"Terra","MODIS",62,273.3,32.2,18
"4947",77439,-40.524,-72.172,303.5,1.6,1.2,2011-07-08,323,"Terra","MODIS",56,268.1,20.6,56
"4948",77440,-40.518,-72.162,342.2,1.5,1.2,2011-07-08,1428,"Terra","MODIS",72,292.3,84,76
"4949",77441,-40.527,-72.157,372.4,1.1,1.1,2011-07-08,1840,"Aqua","MODIS",94,298.4,146.2,89
"4950",77482,-40.524,-72.151,352.6,1.2,1.1,2011-07-18,400,"Terra","MODIS",100,287.1,92.3,32
"4951",77483,-40.527,-72.165,322.7,1.2,1.1,2011-07-18,400,"Terra","MODIS",0,282.1,30.4,56
"4952",77484,-40.521,-72.143,330.5,1.2,1.1,2011-07-18,400,"Terra","MODIS",100,277.1,44.3,37
"4953",77485,-40.524,-72.157,338.2,1.2,1.1,2011-07-18,400,"Terra","MODIS",100,290.5,58.5,89
"4954",77488,-40.516,-72.146,345.8,1.2,1.1,2011-07-18,540,"Aqua","MODIS",100,281,80.9,13
"4955",77489,-40.526,-72.149,306.7,1.2,1.1,2011-07-18,540,"Aqua","MODIS",44,276.3,17.3,62
"4956",77490,-40.523,-72.155,342,1.7,1.3,2011-07-18,1917,"Aqua","MODIS",70,287.9,104.6,89
"4957",77491,-40.513,-72.155,305.8,4.5,2,2011-07-19,442,"Terra","MODIS",37,268.1,105.7,18
"4958",77494,-40.523,-72.145,324.1,1.1,1.1,2011-07-22,335,"Terra","MODIS",100,277.6,31.5,32
"4959",77495,-40.525,-72.158,340.4,1.1,1.1,2011-07-22,335,"Terra","MODIS",100,286.4,57.9,89
"4960",77505,-40.525,-72.134,307.3,2.2,1.4,2011-07-26,629,"Aqua","MODIS",71,272.7,43.2,10
"4961",77506,-40.522,-72.138,312.9,2.2,1.4,2011-07-26,629,"Aqua","MODIS",57,274,51.5,37
"4962",77515,-40.521,-72.147,344.5,1.1,1,2011-07-30,604,"Aqua","MODIS",100,278.7,62.5,32
"4963",77516,-40.522,-72.134,319.1,1.1,1,2011-07-30,604,"Aqua","MODIS",92,273.6,23.8,10
"4964",77517,-40.519,-72.141,320,1.3,1.1,2011-07-31,329,"Terra","MODIS",53,273.2,31,37
"4965",77518,-40.52,-72.156,355,1.3,1.1,2011-07-31,329,"Terra","MODIS",100,284.9,112.2,18
"4966",77519,-40.522,-72.146,343.7,1.3,1.1,2011-07-31,329,"Terra","MODIS",100,282.4,78.8,32
"4967",77520,-40.524,-72.161,329.5,1.3,1.1,2011-07-31,329,"Terra","MODIS",50,280.7,46.1,89
"4968",77521,-40.514,-72.133,307.2,3.2,1.7,2011-07-31,509,"Aqua","MODIS",71,271.6,75.7,10
"4969",77523,-40.528,-72.15,356.1,1,1,2011-07-31,1847,"Aqua","MODIS",0,292.4,78.3,62
"4970",77524,-39.235,-72.373,302.6,1,1,2011-07-31,1847,"Aqua","MODIS",53,283.3,7.4,86
"4971",77529,-40.523,-72.145,353.7,1.7,1.3,2011-08-01,412,"Terra","MODIS",100,284.6,161,32
"4972",77530,-40.527,-72.165,327.7,1.7,1.3,2011-08-01,412,"Terra","MODIS",99,279,65.2,56
"4973",77533,-40.515,-72.156,326,1,1,2011-08-01,552,"Aqua","MODIS",86,282.8,27.8,18
"4974",77534,-40.517,-72.145,367.2,1,1,2011-08-01,552,"Aqua","MODIS",100,290.4,113.5,13
"4975",77535,-40.535,-72.149,300,1,1,2011-08-01,552,"Aqua","MODIS",2,279.2,9.5,62
"4976",77539,-40.526,-72.149,328.6,1.2,1.1,2011-08-03,400,"Terra","MODIS",100,278.5,41.2,62
"4977",77540,-40.517,-72.152,309.6,1.2,1.1,2011-08-03,400,"Terra","MODIS",78,274.2,18.9,18
"4978",77543,-40.526,-72.155,341.4,1.2,1.1,2011-08-03,1505,"Terra","MODIS",0,280.7,69.3,89
"4979",77544,-40.528,-72.14,314.2,1.2,1.1,2011-08-03,1505,"Terra","MODIS",0,268.3,24.4,100
"4980",77545,-40.514,-72.144,307,1.2,1.1,2011-08-03,540,"Aqua","MODIS",40,273.1,17.2,13
"4981",77546,-40.524,-72.147,330.7,1.2,1.1,2011-08-03,540,"Aqua","MODIS",95,277.3,46.9,32
"4982",77547,-40.523,-72.152,324.1,1.2,1.1,2011-08-03,540,"Aqua","MODIS",86,278.3,36.6,32
"4983",77548,-40.526,-72.138,305.7,1.2,1.1,2011-08-03,540,"Aqua","MODIS",11,272.6,15.4,100
"4984",77551,-40.525,-72.154,327.7,1.1,1.1,2011-08-07,335,"Terra","MODIS",100,274,38,89
"4985",77558,-40.517,-72.155,316.5,1,1,2011-08-08,558,"Aqua","MODIS",93,275.4,20.1,18
"4986",77559,-40.519,-72.143,310.6,1,1,2011-08-08,558,"Aqua","MODIS",80,272.3,15.4,37
"4987",77577,-40.522,-72.149,355.4,1.5,1.2,2011-08-12,533,"Aqua","MODIS",100,286.4,141,32
"4988",77578,-40.525,-72.132,305,1.5,1.2,2011-08-12,533,"Aqua","MODIS",41,272.3,19.6,10
"4989",77581,-40.528,-72.151,311.3,3.7,1.8,2011-08-13,436,"Terra","MODIS",67,270.1,104.8,62
"4990",77582,-40.523,-72.159,310,3.7,1.8,2011-08-13,436,"Terra","MODIS",69,270.3,107.2,89
"4991",77585,-40.52,-72.155,345.1,1,1,2011-08-14,341,"Terra","MODIS",100,286.6,59.4,18
"4992",77593,-40.522,-72.149,322.9,2.5,1.5,2011-08-15,424,"Terra","MODIS",100,271.5,101.3,32
"4993",77594,-40.517,-72.159,316.5,2.5,1.5,2011-08-15,424,"Terra","MODIS",93,268.2,78.2,76
"4994",77595,-40.52,-72.154,343.2,1.1,1,2011-08-15,604,"Aqua","MODIS",100,287.6,58.7,18
"4995",77596,-40.521,-72.141,352,1.1,1,2011-08-15,604,"Aqua","MODIS",100,290.1,79.1,37
"4996",77599,-40.525,-72.163,307.7,1.8,1.3,2011-08-18,1422,"Terra","MODIS",0,272.8,31.3,89
"4997",77600,-40.526,-72.158,306.5,1.2,1.1,2011-08-19,359,"Terra","MODIS",54,279.3,16.3,89
"4998",77603,-40.524,-72.148,344.8,1.2,1.1,2011-08-19,539,"Aqua","MODIS",99,282,76.8,32
"4999",77604,-40.521,-72.154,328.2,1.2,1.1,2011-08-19,539,"Aqua","MODIS",48,279.3,39.8,18
"5000",77605,-40.524,-72.14,323.2,1.2,1.1,2011-08-19,539,"Aqua","MODIS",44,278,31,100
"5001",77606,-40.532,-72.156,326.2,1.7,1.3,2011-08-19,1917,"Aqua","MODIS",0,289.6,55.5,89
"5002",77607,-40.526,-72.151,305.7,2.9,1.6,2011-08-20,304,"Terra","MODIS",65,274.4,59.1,62
"5003",77608,-40.522,-72.16,316.8,2.7,1.6,2011-08-20,1410,"Terra","MODIS",0,280.2,79.8,89
"5004",77609,-39.157,-72.432,301.7,1.9,1.3,2011-08-20,1822,"Aqua","MODIS",48,288.4,13.3,83
"5005",77618,-40.527,-72.141,309.6,1,1,2011-08-21,347,"Terra","MODIS",71,273.5,14.3,100
"5006",77619,-40.529,-72.153,315.9,1,1,2011-08-21,347,"Terra","MODIS",92,274.4,19.2,62
"5007",77620,-40.518,-72.143,317.2,1,1,2011-08-21,347,"Terra","MODIS",77,273.8,19.6,37
"5008",77621,-40.52,-72.155,328.9,1,1,2011-08-21,347,"Terra","MODIS",100,274.8,32.2,18
"5009",77632,-38.968,-72.957,301.5,1,1,2011-08-21,1452,"Terra","MODIS",47,284.1,6.4,23
"5010",77634,-40.517,-72.153,307,1.8,1.3,2011-08-21,527,"Aqua","MODIS",70,276.4,31.7,18
"5011",77635,-40.521,-72.134,301.7,1.8,1.3,2011-08-21,527,"Aqua","MODIS",43,274.2,23.6,10
"5012",77637,-39.148,-72.639,303,1.2,1.1,2011-08-21,1905,"Aqua","MODIS",55,290.7,6.5,53
"5013",77638,-38.996,-72.128,328.4,1.3,1.1,2011-08-21,1905,"Aqua","MODIS",86,292.6,37,67
"5014",77639,-39.007,-73.194,301.7,1.1,1.1,2011-08-21,1905,"Aqua","MODIS",48,288.9,6.4,60
"5015",77640,-38.977,-73.079,308.8,1.1,1.1,2011-08-21,1905,"Aqua","MODIS",68,289.6,11.2,52
"5016",77646,-40.517,-72.134,316,3,1.7,2011-08-22,430,"Terra","MODIS",92,277.8,102.6,10
"5017",77647,-40.527,-72.174,313,3,1.7,2011-08-22,430,"Terra","MODIS",86,273.7,88.8,56
"5018",77648,-40.521,-72.159,316.1,1.2,1.1,2011-08-22,610,"Aqua","MODIS",34,281.5,23,76
"5019",77649,-40.523,-72.144,365.1,1.2,1.1,2011-08-22,610,"Aqua","MODIS",100,294.2,141.4,100
"5020",77660,-40.529,-72.145,305.4,2,1.4,2011-08-24,418,"Terra","MODIS",64,275.5,36.4,62
"5021",77661,-40.517,-72.15,320.3,2,1.4,2011-08-24,418,"Terra","MODIS",95,273,64.9,18
"5022",77662,-40.524,-72.159,316.8,2.2,1.4,2011-08-24,1523,"Terra","MODIS",0,279.4,56.3,89
"5023",77663,-40.526,-72.131,310.6,2.2,1.4,2011-08-24,1523,"Terra","MODIS",37,277.2,42.7,10
"5024",77664,-40.523,-72.136,319.5,2.2,1.4,2011-08-24,1523,"Terra","MODIS",0,278.2,66.1,10
"5025",77668,-40.522,-72.148,328.1,1,1,2011-08-24,558,"Aqua","MODIS",100,282.2,33.1,32
"5026",77669,-40.523,-72.136,304.3,1,1,2011-08-24,558,"Aqua","MODIS",58,271.9,11.6,10
"5027",77670,-40.526,-72.143,303.1,3,1.7,2011-08-24,1935,"Aqua","MODIS",0,272.8,48.4,100
"5028",77671,-40.524,-72.149,332.3,1.6,1.2,2011-08-25,323,"Terra","MODIS",100,266.9,0,32
"5029",77672,-40.524,-72.155,330.6,1.6,1.2,2011-08-25,323,"Terra","MODIS",100,267.7,0,89
"5030",77685,-40.52,-72.15,349.3,1,1,2011-08-30,341,"Terra","MODIS",100,281.1,68.1,32
"5031",77686,-40.522,-72.162,316,1,1,2011-08-30,341,"Terra","MODIS",85,276.4,19.3,76
"5032",77693,-40.521,-72.128,312.9,2.7,1.6,2011-08-31,1529,"Terra","MODIS",0,268.3,70.1,10
"5033",77694,-40.523,-72.136,319.2,2.7,1.6,2011-08-31,1529,"Terra","MODIS",0,269.6,89.4,10
"5034",77697,-40.535,-72.15,307.5,3.6,1.8,2011-08-31,1803,"Aqua","MODIS",50,278,75.8,62
"5035",77699,-40.527,-72.153,342.6,1.3,1.1,2011-09-01,329,"Terra","MODIS",100,290.7,77.7,62
"5036",77700,-40.517,-72.154,323.1,1.3,1.1,2011-09-01,329,"Terra","MODIS",100,280.2,37.5,18
"5037",77703,-40.523,-72.137,311.5,3.3,1.7,2011-09-01,509,"Aqua","MODIS",83,277.7,92.3,100
"5038",77704,-40.512,-72.133,306.2,4.1,1.9,2011-09-01,647,"Aqua","MODIS",42,274.9,99.6,10
"5039",77732,-40.519,-72.146,312.8,1,1,2011-09-06,347,"Terra","MODIS",86,270.7,17.7,32
"5040",77733,-40.521,-72.158,310.2,1,1,2011-09-06,347,"Terra","MODIS",79,268.4,15.6,89
"5041",77744,-40.518,-72.145,302,1.2,1.1,2011-09-07,610,"Aqua","MODIS",46,267.2,14.9,13
"5042",77786,-40.522,-72.143,342.6,1.1,1,2011-09-13,353,"Terra","MODIS",100,283.7,56.8,37
"5043",77787,-40.524,-72.156,344.9,1.1,1,2011-09-13,353,"Terra","MODIS",100,290.9,61.1,89
"5044",77795,-40.52,-72.155,317.9,1.5,1.2,2011-09-13,533,"Aqua","MODIS",94,281,36.8,18
"5045",77796,-40.523,-72.138,311.6,1.5,1.2,2011-09-13,533,"Aqua","MODIS",73,278.8,27.8,100
"5046",77798,-39.494,-72.799,302.9,1.3,1.2,2011-09-13,1911,"Aqua","MODIS",54,285.3,9.7,19
"5047",77799,-39.009,-72.98,301.7,1.3,1.2,2011-09-13,1911,"Aqua","MODIS",47,291.2,6.6,23
"5048",77811,-40.524,-72.152,324.2,1.5,1.2,2011-09-14,616,"Aqua","MODIS",100,284.4,46,32
"5049",77812,-40.526,-72.134,313.2,1.5,1.2,2011-09-14,616,"Aqua","MODIS",69,277.8,28.7,10
"5050",77824,-40.518,-72.156,307,1.3,1.1,2011-09-17,329,"Terra","MODIS",49,273.7,18.3,18
"5051",77831,-40.519,-72.156,321.5,1.2,1.1,2011-09-17,1434,"Terra","MODIS",0,284.3,31.8,18
"5052",77832,-40.521,-72.141,324.1,1.2,1.1,2011-09-17,1434,"Terra","MODIS",63,285.8,34.5,37
"5053",77843,-40.517,-72.148,305.1,1.7,1.3,2011-09-18,411,"Terra","MODIS",63,278.1,24.2,13
"5054",77852,-40.517,-72.154,319.1,1,1,2011-09-18,552,"Aqua","MODIS",98,285.5,22.3,18
"5055",77853,-40.519,-72.142,337.9,1,1,2011-09-18,552,"Aqua","MODIS",100,288.6,46,37
"5056",77855,-40.531,-72.149,323.9,2.5,1.5,2011-09-18,1929,"Aqua","MODIS",0,282.5,90.6,62
"5057",77856,-40.522,-72.161,307.8,1.8,1.3,2011-09-19,1421,"Terra","MODIS",30,285.4,23.8,76
"5058",77857,-40.518,-72.123,306.2,2.7,1.6,2011-09-19,635,"Aqua","MODIS",67,272.9,54.7,10
"5059",77858,-40.52,-72.131,313.4,2.7,1.6,2011-09-19,635,"Aqua","MODIS",20,275.1,68.5,10
"5060",77881,-40.517,-72.153,306.3,1.2,1.1,2011-09-20,539,"Aqua","MODIS",68,275.7,17.1,18
"5061",77882,-40.52,-72.139,303.2,1.2,1.1,2011-09-20,539,"Aqua","MODIS",54,272.3,14.3,37
"5062",77883,-40.519,-72.144,313,1.2,1.1,2011-09-20,539,"Aqua","MODIS",86,276,22.8,37
"5063",77889,-40.518,-72.145,305.6,4.5,1.9,2011-09-21,442,"Terra","MODIS",34,276.4,108.4,13
"5064",77890,-40.519,-72.149,307.2,4.5,1.9,2011-09-21,442,"Terra","MODIS",52,276.4,116.7,32
"5065",77891,-40.517,-72.135,316.4,1.8,1.3,2011-09-21,622,"Aqua","MODIS",93,277.8,46.5,10
"5066",77892,-40.523,-72.142,322.2,1.8,1.3,2011-09-21,622,"Aqua","MODIS",100,280.7,57.3,100
